Date,Oil volume (m3/day),Volume of liquid (m3/day),Gas volume (m3/day),Water volume (m3/day),Water cut (%) ,Working hours,Dynamic level (m),Reservoir pressure (atm)
2016-01-19,16,73,4428,57,77,24,1875,171
2016-01-20,15,67,4041,52,77,22,1868,171
2016-01-21,14,60,3635,47,77,20,1850,171
2016-01-22,16,73,4428,57,77,24,1860,171
2016-01-23,16,73,4416,57,77,24,1862,171
2016-01-24,16,73,4416,57,77,24,1862,171
2016-01-25,16,73,4416,57,77,24,1862,171
2016-01-26,16,73,4416,57,77,24,1862,171
2016-01-27,16,73,4416,57,77,24,1862,171
2016-01-28,16,73,4416,57,77,24,1862,171
2016-01-29,16,73,4416,57,77,24,1862,170
2016-01-30,16,73,4416,57,77,24,1862,170
2016-01-31,16,73,4416,57,77,24,1862,170
2016-02-01,16,73,4416,57,77,24,1862,170
2016-02-02,16,73,4416,57,77,24,1862,170
2016-02-03,16,73,4416,57,77,24,1862,170
2016-02-04,16,73,4416,57,77,24,1862,170
2016-02-05,16,73,4416,57,77,24,1862,170
2016-02-06,16,73,4416,57,77,24,1862,170
2016-02-07,16,73,4416,57,77,24,1862,170
2016-02-08,16,73,4416,57,77,24,1862,170
2016-02-09,16,73,4416,57,77,24,1862,170
2016-02-10,16,73,4416,57,77,24,1862,170
2016-02-11,16,73,4416,57,77,24,1862,170
2016-02-12,16,73,4416,57,77,24,1862,170
2016-02-13,16,73,4416,57,77,24,1862,170
2016-02-14,3,93,733,90,97,24,1705,170
2016-02-15,3,93,733,90,97,24,1731,170
2016-02-16,16,89,4184,73,82,24,1775,170
2016-02-17,18,89,4882,70,79,24,1811,170
2016-02-18,18,80,4746,63,78,24,1843,170
2016-02-19,17,79,4687,62,78,24,1843,170
2016-02-20,16,73,4336,57,78,23,1793,170
2016-02-21,17,76,4486,59,78,24,1803,170
2016-02-22,17,76,4486,59,78,24,1800,170
2016-02-23,16,73,4291,57,78,24,1801,170
2016-02-24,17,77,4527,60,78,24,1806,169
2016-02-25,17,77,4527,60,78,24,1807,169
2016-02-26,16,72,4226,56,78,24,1814,169
2016-02-27,16,72,4226,56,78,24,1816,169
2016-02-28,15,72,3944,57,79,24,1823,169
2016-02-29,15,72,3944,57,79,24,1821,169
2016-03-01,15,72,3944,57,79,24,1825,169
2016-03-02,15,72,3988,57,79,24,1830,169
2016-03-03,15,72,3988,57,79,24,1831,169
2016-03-04,14,73,3809,58,80,24,1831,169
2016-03-05,14,73,3809,58,80,24,1856,169
2016-03-06,14,71,3730,57,80,24,1866,169
2016-03-07,14,71,3730,57,80,24,1875,169
2016-03-08,14,73,3819,58,80,24,1883,169
2016-03-09,14,73,3819,58,80,24,1889,169
2016-03-10,15,68,3930,53,78,24,1886,169
2016-03-11,15,68,3930,53,78,24,1885,169
2016-03-12,15,68,3930,53,78,24,1883,169
2016-03-13,15,68,3930,53,78,24,1862,169
2016-03-14,15,68,3930,53,78,24,1842,169
2016-03-15,15,68,3930,53,78,24,1839,169
2016-03-16,15,71,4074,55,78,24,1836,169
2016-03-17,15,71,4074,55,78,24,1841,169
2016-03-18,16,71,4259,55,77,24,1845,169
2016-03-19,16,71,4259,55,77,24,1847,169
2016-03-20,16,71,4259,55,77,24,1839,169
2016-03-21,16,71,4259,55,77,24,1839,168
2016-03-22,16,71,4259,55,77,24,1840,168
2016-03-23,15,67,4064,52,77,23,1837,168
2016-03-24,16,71,4259,55,77,24,1839,168
2016-03-25,15,66,3999,51,77,24,1840,168
2016-03-26,13,66,3478,53,80,24,1849,168
2016-03-27,13,66,3478,53,80,24,1847,168
2016-03-28,13,66,3478,53,80,24,1849,168
2016-03-29,13,66,3478,53,80,24,1847,168
2016-03-30,13,66,3478,53,80,24,1850,168
2016-03-31,15,68,3930,53,78,24,1852,168
2016-04-01,15,68,3930,53,78,24,1851,168
2016-04-02,13,62,3586,49,78,22,1831,168
2016-04-03,13,58,3373,46,78,21,1831,168
2016-04-04,15,68,3930,53,78,24,1842,168
2016-04-05,15,68,3930,53,78,24,1848,168
2016-04-06,15,68,3930,53,78,24,1850,168
2016-04-07,13,59,3436,47,78,21,1832,168
2016-04-08,14,65,3783,51,78,23,1831,168
2016-04-09,16,65,4298,49,75,23,1838,168
2016-04-10,15,61,3979,46,75,21,1838,168
2016-04-11,15,61,3979,46,75,21,1838,168
2016-04-12,15,63,4129,48,75,22,1848,168
2016-04-13,14,56,3698,43,75,20,1848,168
2016-04-14,17,71,4684,54,75,20,1861,168
2016-04-15,17,71,4684,54,75,20,1856,167
2016-04-16,17,67,4550,50,74,18,1860,167
2016-04-17,14,57,3884,42,74,20,1860,167
2016-04-18,14,57,3884,42,74,20,1850,167
2016-04-19,14,57,3884,42,74,20,1850,167
2016-04-20,15,57,3924,43,74,20,1850,167
2016-04-21,14,57,3884,42,74,20,1850,167
2016-04-22,15,57,3904,43,74,20,1850,167
2016-04-23,15,57,3904,43,74,20,1878,167
2016-04-24,15,57,3915,43,74,20,1859,167
2016-04-25,14,55,3737,41,74,20,1827,167
2016-04-26,14,58,3640,44,76,20,1829,167
2016-04-27,14,58,3640,44,76,20,1870,167
2016-04-28,12,56,3251,44,78,19,1834,167
2016-04-29,11,51,2945,40,78,17,1825,167
2016-04-30,12,58,3337,45,78,20,1820,167
2016-05-01,12,57,3320,45,78,20,1829,167
2016-05-02,12,58,3354,46,78,20,1826,167
2016-05-03,12,58,3337,45,78,20,1850,167
2016-05-04,12,58,3337,45,78,20,1872,167
2016-05-05,12,58,3337,45,78,20,1828,167
2016-05-06,12,58,3337,45,78,20,1829,167
2016-05-07,12,58,3337,45,78,20,1828,167
2016-05-08,10,46,2656,36,78,16,1829,167
2016-05-09,14,64,3685,50,78,20,1832,167
2016-05-10,14,64,3685,50,78,20,1824,167
2016-05-11,14,63,3667,50,78,20,1904,166
2016-05-12,14,63,3648,50,78,20,1834,166
2016-05-13,14,63,3648,50,78,20,1818,166
2016-05-14,14,63,3648,50,78,20,1819,166
2016-05-15,14,64,3685,50,78,20,1821,166
2016-05-16,14,64,3685,50,78,20,1817,166
2016-05-17,14,64,3685,50,78,20,1822,166
2016-05-18,14,64,3685,50,78,20,1822,166
2016-05-19,14,64,3685,50,78,20,1822,166
2016-05-20,14,64,3685,50,78,20,1822,166
2016-05-21,14,64,3685,50,78,20,1829,166
2016-05-22,14,63,3629,49,78,20,1828,166
2016-05-23,15,64,4020,49,76,20,1845,166
2016-05-24,14,61,3858,47,76,20,1810,166
2016-05-25,13,55,3451,42,76,18,1812,166
2016-05-26,12,52,3276,40,76,17,1812,166
2016-05-27,14,61,3858,47,76,20,1833,166
2016-05-28,14,61,3858,47,76,20,1838,166
2016-05-29,10,50,2782,40,79,16,1839,166
2016-05-30,6,27,1510,22,79,9,1822,166
2016-05-31,6,27,1510,22,79,9,1822,166
2016-06-01,6,27,1510,22,79,9,1822,166
2016-06-02,6,27,1510,22,79,9,1822,166
2016-06-03,6,27,1510,22,79,9,1822,166
2016-06-04,6,27,1510,22,79,9,1822,166
2016-06-05,6,27,1510,22,79,9,1822,166
2016-06-06,1,62,326,61,98,24,1647,165
2016-06-07,2,62,489,60,97,24,1656,165
2016-06-08,2,70,552,68,97,24,1685,165
2016-06-09,2,68,536,66,97,24,1708,165
2016-06-10,3,69,906,66,95,24,1749,165
2016-06-11,3,65,851,62,95,24,1743,165
2016-06-12,8,65,2213,57,87,24,1769,165
2016-06-13,8,66,2247,57,87,24,1768,165
2016-06-14,12,62,3094,50,81,24,1779,165
2016-06-15,12,62,3094,50,81,24,1779,165
2016-06-16,12,62,3094,50,81,24,1798,165
2016-06-17,12,62,3094,50,81,24,1808,165
2016-06-18,10,58,2752,48,82,24,1815,165
2016-06-19,10,58,2752,48,82,24,1830,165
2016-06-20,10,58,2752,48,82,24,1840,165
2016-06-21,10,58,2752,48,82,24,1848,165
2016-06-22,10,58,2752,48,82,24,1846,165
2016-06-23,10,58,2752,48,82,24,1845,165
2016-06-24,10,58,2752,48,82,24,1846,165
2016-06-25,11,58,3058,47,80,24,1851,165
2016-06-26,11,57,3010,46,80,24,1853,165
2016-06-27,11,57,3010,46,80,24,1854,165
2016-06-28,12,57,3161,46,79,24,1860,165
2016-06-29,12,60,3299,48,79,24,1866,165
2016-06-30,12,60,3299,48,79,24,1869,165
2016-07-01,12,60,3299,48,79,24,1865,165
2016-07-02,12,60,3299,48,79,24,1884,164
2016-07-03,12,60,3299,48,79,24,1880,164
2016-07-04,13,60,3456,47,78,24,1876,164
2016-07-05,13,59,3404,46,78,24,1880,164
2016-07-06,13,59,3404,46,78,24,1882,164
2016-07-07,13,59,3404,46,78,24,1891,164
2016-07-08,13,59,3558,46,77,24,1894,164
2016-07-09,13,59,3558,46,77,24,1893,164
2016-07-10,13,60,3595,46,77,24,1898,164
2016-07-11,14,60,3751,46,76,24,1894,164
2016-07-12,14,60,3751,46,76,24,1895,164
2016-07-13,14,60,3751,46,76,24,1893,164
2016-07-14,14,58,3626,44,76,23,1896,164
2016-07-15,14,60,3751,46,76,24,1894,164
2016-07-16,13,57,3568,43,76,24,1887,164
2016-07-17,13,57,3568,43,76,24,1880,164
2016-07-18,13,54,3419,42,76,23,1902,164
2016-07-19,13,57,3568,43,76,24,1893,164
2016-07-20,13,57,3568,43,76,24,1901,164
2016-07-21,13,57,3568,43,76,24,1903,164
2016-07-22,13,57,3568,43,76,24,1902,164
2016-07-23,13,57,3568,43,76,24,1901,164
2016-07-24,13,57,3568,43,76,24,1903,164
2016-07-25,13,54,3419,42,76,23,1903,164
2016-07-26,13,57,3606,44,76,24,1902,164
2016-07-27,13,57,3606,44,76,24,1902,163
2016-07-28,13,57,3568,43,76,24,1906,163
2016-07-29,13,57,3568,43,76,24,1901,163
2016-07-30,13,57,3568,43,76,24,1902,163
2016-07-31,14,58,3650,44,76,24,1903,163
2016-08-01,14,58,3650,44,76,24,1903,163
2016-08-02,14,58,3650,44,76,24,1906,163
2016-08-03,14,58,3650,44,76,24,1906,163
2016-08-04,14,59,3894,45,75,24,1901,163
2016-08-05,14,59,3894,45,75,24,1903,163
2016-08-06,14,59,3894,45,75,24,1906,163
2016-08-07,14,59,3738,45,76,24,1902,163
2016-08-08,15,59,4050,44,74,24,1905,163
2016-08-09,15,57,3900,43,74,24,1902,163
2016-08-10,15,57,3900,43,74,24,1906,163
2016-08-11,15,57,3900,43,74,24,1906,163
2016-08-12,15,58,3954,43,74,24,1909,163
2016-08-13,15,58,3954,43,74,24,1908,163
2016-08-14,15,58,3954,43,74,24,1907,163
2016-08-15,15,58,3954,43,74,24,1909,163
2016-08-16,14,59,3694,45,76,24,1909,163
2016-08-17,14,59,3694,45,76,24,1906,163
2016-08-18,14,59,3732,45,76,24,1908,163
2016-08-19,14,59,3732,45,76,24,1908,163
2016-08-20,14,59,3732,45,76,24,1908,163
2016-08-21,14,59,3732,45,76,24,1908,163
2016-08-22,13,59,3421,46,78,24,1904,162
2016-08-23,14,59,3888,45,75,24,1907,162
2016-08-24,14,59,3888,45,75,24,1913,162
2016-08-25,14,59,3888,45,75,24,1916,162
2016-08-26,15,60,3920,45,75,24,1916,162
2016-08-27,15,60,3920,45,75,24,1912,162
2016-08-28,15,60,3920,45,75,24,1918,162
2016-08-29,15,60,3920,45,75,24,1923,162
2016-08-30,13,60,3607,46,77,24,1931,162
2016-08-31,13,59,3583,46,77,24,1938,162
2016-09-01,13,59,3583,46,77,24,1933,162
2016-09-02,13,59,3583,46,77,24,1937,162
2016-09-03,13,59,3583,46,77,24,1944,162
2016-09-04,14,59,3738,45,76,24,1944,162
2016-09-05,13,57,3587,44,76,24,1953,162
2016-09-06,13,57,3587,44,76,24,1956,162
2016-09-07,13,57,3587,44,76,24,1960,162
2016-09-08,13,57,3587,44,76,24,1967,162
2016-09-09,12,57,3288,45,78,24,1965,162
2016-09-10,12,57,3288,45,78,24,1968,162
2016-09-11,12,57,3288,45,78,24,1968,162
2016-09-12,12,57,3288,45,78,24,1968,162
2016-09-13,12,57,3288,45,78,24,1968,162
2016-09-14,12,57,3288,45,78,24,1963,162
2016-09-15,12,57,3288,45,78,24,1966,162
2016-09-16,12,57,3288,45,78,24,1966,162
